date	tt	title	year	directors	stars	plot
2014-09-14	tt1085492	The Prince	2014	Brian A. Miller	Jason Patric,Jessica Lowndes,Gia Mantegna	When his daughter is kidnapped, a retired assassin is drawn back into the life he gave up. To rescue her, he must confront his former rival.
2014-09-18	tt2295722	Falcon Rising	2014	Ernie Barbarash	Michael Jai White,Neal McDonough,Jimmy Navarro	Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead.
2014-09-20	tt1715336	Anna	2013	Jorge Dorado	Mark Strong,Taissa Farmiga,Saskia Reeves	A man with the ability to enter people's memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.
2014-09-22	tt1706620	Snowpiercer	2013	Bong Joon Ho	Chris Evans,Song Kang-ho,Ed Harris	In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.
2014-09-24	tt1800246	That Awkward Moment	2014	Tom Gormican	Zac Efron,Miles Teller,Michael B. Jordan	Three best friends find themselves where we've all been: at that confusing moment in every dating relationship when you must decide "So...where is this going?"
2014-10-19	tt2015381	Guardians of the Galaxy	2014	James Gunn	Chris Pratt,Zoe Saldaña,Dave Bautista	A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
2014-11-15	tt0455760	Dead Silence	2007	James Wan	Ryan Kwanten,Amber Valletta,Donnie Wahlberg	After his wife meets a grisly end, Jamie Ashen returns to his haunted hometown of Ravens Fair to find answers. His investigation leads him to the ghost of a ventriloquist named Mary Shaw who seems to have ties to his entire family tree
2014-11-28	tt1564367	Just Go with It	2011	Dennis Dugan	Adam Sandler,Jennifer Aniston,Nicole Kidman	On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.
2014-11-29	tt1323594	Despicable Me	2010	Pierre Coffin,Chris Renaud	Steve Carell,Jason Segel,Russell Brand	Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father.
2014-11-30	tt1637688	In Time	2011	Andrew Niccol	Justin Timberlake,Olivia Wilde,Shyloh Oostwald	In a future where people stop aging at 25, but are engineered to live only one more year, having the means to buy your way out of the situation is a shot at immortal youth. Will Salas is accused of murder and on the run with a hostage.
2014-12-05	tt1499658	Horrible Bosses	2011	Seth Gordon	Jason Bateman,Steve Wiebe,Kevin Spacey	Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.
2014-12-06	tt1389137	We Bought a Zoo	2011	Cameron Crowe	Matt Damon,Scarlett Johansson,Thomas Haden Church	Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.
2014-12-07	tt0944835	Salt	2010	Phillip Noyce	Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor	A CIA agent goes on the run after a defector accuses her of being a Russian spy.
2014-12-12	tt1284575	Bad Teacher	2011	Jake Kasdan	Cameron Diaz,Lucy Punch,Jason Segel	A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.
2014-12-13	tt0454876	Life of Pi	2012	Ang Lee	Suraj Sharma,Irrfan Khan,Ayush Tandon	A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.
2014-12-14	tt0814255	Percy Jackson & the Lightning Thief	2010	Chris Columbus	Logan Lerman,Brandon T. Jackson,Alexandra Daddario	A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.
2014-12-19	tt1430607	Arthur Christmas	2011	Barry Cook,Sarah Smith	James McAvoy,Hugh Laurie,Bill Nighy	Santa's clumsy son Arthur sets out on a mission with Grandsanta to give out a misplaced present to a young girl in less than two hours on Christmas Day.
2014-12-21	tt1190080	2012	2009	Roland Emmerich	John Cusack,Amanda Peet,Chiwetel Ejiofor	A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.
2014-12-26	tt1922612	Glee: The 3D Concert Movie	2011	Jennifer Arnold,Kevin Tancharoen	Dianna Agron,Chris Colfer,Darren Criss	A concert mockumentary shot during the Glee Live In Concert 2011 tour, featuring song performances, backstage scenes and fans' stories on how the show influenced their lives.
2014-12-28	tt0120737	The Lord of the Rings: The Fellowship of the Ring	2001	Peter Jackson	Alan Howard,Noel Appleby,Sean Astin	A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
2015-01-01	tt2788710	The Interview	2014	Evan Goldberg,Seth Rogen	James Franco,Seth Rogen,Lizzy Caplan	Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show "Skylark Tonight". When they land an interview with a surprise fan, North Korean dictator Jong-Un Kim, they are recruited by the CIA to assassinate him.
2015-01-02	tt0989757	Dear John	2010	Lasse Hallström	Channing Tatum,Amanda Seyfried,Richard Jenkins	A romantic drama about a soldier who falls for a conservative college student while he's home on leave.
2015-01-06	tt2692250	Night at the Museum: Secret of the Tomb	2014	Shawn Levy	Ben Stiller,Robin Williams,Owen Wilson	Larry Daley and his heroic friends embark on the greatest adventure of their lives, as they travel to London to save the magic that, after dark, allows the museum's exhibits to come to life.
2015-01-09	tt1028576	Secretariat	2010	Randall Wallace	Diane Lane,John Malkovich,Dylan Walsh	Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.
2015-01-12	tt1462900	The Grandmaster	2013	Wong Kar-Wai	Tony Leung Chiu-wai,Cung Le,Qingxiang Wang	The story of martial-arts master Ip Man, the man who trained Bruce Lee.
2015-01-12	tt3950078	The Taking of Tiger Mountain	2014	Hark Tsui	Hanyu Zhang,Tony Ka Fai Leung,Kenny Lin	A story focusing on a conflict between a People's Liberation Army squad and a bandit gang in north-east China during the Chinese revolution.
2015-01-16	tt1570728	Crazy, Stupid, Love.	2011	Glenn Ficarra,John Requa	Steve Carell,Ryan Gosling,Julianne Moore	A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.
2015-01-20	tt1397280	Taken 2	2012	Olivier Megaton	Liam Neeson,Maggie Grace,Famke Janssen	In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.
2015-01-23	tt0796366	Star Trek	2009	J.J. Abrams	Chris Pine,Zachary Quinto,Leonard Nimoy	The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
2015-01-25	tt0441773	Kung Fu Panda	2008	Mark Osborne,John Stevenson	Jack Black,Dustin Hoffman,Angelina Jolie	To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.
2015-01-30	tt0938283	The Last Airbender	2010	M. Night Shyamalan	Noah Ringer,Dev Patel,Nicola Peltz Beckham	Aang, a young successor to a long line of Avatars, must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.
2015-02-12	tt2446042	Taken 3	2014	Olivier Megaton	Liam Neeson,Forest Whitaker,Famke Janssen	Framed for his ex-Wife's murder, Bryan Mills sets out to take revenge on the real killers.
2015-02-14	tt1194173	The Bourne Legacy	2012	Tony Gilroy	Jeremy Renner,Scott Glenn,Stacy Keach	An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.
2015-02-16	tt0479884	Crank	2006	Mark Neveldine,Brian Taylor	Jason Statham,Amy Smart,Jose Pablo Cantillo	Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.
2015-02-18	tt2872732	Lucy	2014	Luc Besson	Scarlett Johansson,Morgan Freeman,Choi Min-sik	A woman who has become accidentally trapped in a dark deal with a mysterious and brutal criminal overlord transforms into a merciless warrior evolved beyond previously known human evolutionary limits and turns the tables on her captors.
2015-02-21	tt1772264	Stonehearst Asylum	2014	Brad Anderson	Kate Beckinsale,Jim Sturgess,David Thewlis	When Dr Edward Newgate arrives at the asylum to begin his residency, he finds the Dr in charge has adopted unusual methods of treatment, methods that give his patients a lot of freedom. But cracks appear in the hospital's cheerful facade.
2015-02-27	tt1028532	Hachi: A Dog's Tale	2009	Lasse Hallström	Richard Gere,Joan Allen,Cary-Hiroyuki Tagawa	Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.
2015-03-07	tt0477080	Unstoppable	2010	Tony Scott	Denzel Washington,Chris Pine,Rosario Dawson	With an unmanned, half-mile-long freight train barreling toward a city, a veteran engineer and a young conductor race against the clock to prevent a catastrophe.
2015-03-08	tt1424381	Predators	2010	Nimród Antal	Adrien Brody,Topher Grace,Alice Braga	A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.
2015-03-14	tt1401152	Unknown	2011	Jaume Collet-Serra	Liam Neeson,Diane Kruger,January Jones	When a man awakens from a coma only to discover that someone has taken on his identity, he teams up with a young woman to prove who he is.
2015-03-21	tt0945513	Source Code	2011	Duncan Jones	Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga	A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.
2015-03-22	tt0955308	Robin Hood	2010	Ridley Scott	Russell Crowe,Cate Blanchett,Max von Sydow	In twelfth-century England, Robin Longstride and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.
2015-03-28	tt1219289	Limitless	2011	Neil Burger	Bradley Cooper,Robert De Niro,Abbie Cornish	A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers.
2015-03-29	tt1013752	Fast & Furious	2009	Justin Lin	Vin Diesel,Paul Walker,Jordana Brewster	Brian O'Conner, back working for the FBI in Los Angeles, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.
2015-04-12	tt0458339	Captain America: The First Avenger	2011	Joe Johnston	Chris Evans,Hayley Atwell,Sebastian Stan	Steve Rogers, a rejected military soldier, transforms into Captain America after taking a dose of a "Super-Soldier serum". But being Captain America comes at a price as he attempts to take down a warmonger and a terrorist organization.
2015-04-16	tt2820852	Furious 7	2015	James Wan	Vin Diesel,Paul Walker,Jason Statham	Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.
2015-04-18	tt1482459	The Lorax	2012	Kyle Balda,Chris Renaud	Danny DeVito,Ed Helms,Zac Efron	A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.
2015-04-19	tt0848228	The Avengers	2012	Joss Whedon	Robert Downey Jr.,Chris Evans,Mark Ruffalo	Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
2015-04-25	tt1228705	Iron Man 2	2010	Jon Favreau	Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle	With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.
2015-04-26	tt0990407	The Green Hornet	2011	Michel Gondry	Seth Rogen,Jay Chou,Cameron Diaz	Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.
2015-05-10	tt1133985	Green Lantern	2011	Martin Campbell	Ryan Reynolds,Blake Lively,Peter Sarsgaard	Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.
2015-05-17	tt1099212	Twilight	2008	Catherine Hardwicke	Kristen Stewart,Sarah Clarke,Matt Bushell	When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.
2015-05-20	tt2395427	Avengers: Age of Ultron	2015	Joss Whedon	Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo	When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.
2015-06-07	tt0368891	National Treasure	2004	Jon Turteltaub	Nicolas Cage,Diane Kruger,Justin Bartha	A historian races to find the legendary Templar Treasure before a team of mercenaries.
2015-06-14	tt0465234	National Treasure: Book of Secrets	2007	Jon Turteltaub	Nicolas Cage,Justin Bartha,Diane Kruger	Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.
2015-06-20	tt1270798	X-Men: First Class	2011	Matthew Vaughn	James McAvoy,Laurence Belcher,Michael Fassbender	In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.
2015-06-21	tt1220634	Resident Evil: Afterlife	2010	Paul W.S. Anderson	Milla Jovovich,Ali Larter,Kim Coates	While still out to destroy the evil Umbrella Corporation, Alice joins a group of survivors living in a prison surrounded by the infected who also want to relocate to the mysterious but supposedly unharmed safe haven known only as Arcadia.
2015-07-01	tt3197766	Kill Zone 2	2015	Soi Cheang	Tony Jaa,Jing Wu,Simon Yam	While undercover officer Kit is taken prisoner by the syndicate, he befriends his keeper and discovers an organ trafficking ring.
